CREDORA;DEVEDORA;CICLO REFERÊNCIA;PERÍODO DE TRÁFEGO;POI;TIPO RELATÓRIO;REMUNERACAO;DESCRITOR;GH;CHAMADAS;DURAÇÃO;TARIFA;VALOR LÍQUIDO;PIS/COFINS;VALOR ICMS;TOTAL(R$);TOTAL_REAL (R$);OPERATION TYPE;EOT
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;11;6,8;0,00631;0,04;0;0;0,04;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;4;11,6;0,01275;0,15;0,01;0;0,16;;M;G74
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1032;1085;0,00605;6,56;0,25;0;6,81;;F;081
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1547;4562,8;0,00605;27,59;1,04;0;28,63;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;217;754,9;0,00423;3,19;0,13;0;3,32;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;82388;405580,1;0,00605;2453,76;92,95;0;2546,71;;F;086
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;1370;5763,5;0,01275;73,48;2,78;0;76,26;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;2736;3902,6;0,01275;49,77;1,87;0;51,64;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;218;584,9;0,00423;2,46;0,1;0;2,56;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3;5,7;0,01275;0,07;0;0;0,07;;M;J24
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;8318;18557,9;0,00605;112,28;4,25;0;116,53;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3415;4568,4;0,01275;58,25;2,19;0;60,44;;F;021
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;17859;57754,3;0,00423;244,3;9,25;0;253,55;;F;079
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;170270;688200,2;0,00605;4163,61;157,74;0;4321,35;;F;082
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;6424;34736,6;0,01275;442,9;16,77;0;459,67;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;183;388,5;0,00608;2,35;0,08;0;2,43;;F;159
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;15854;57451,1;0,00425;244,16;9,25;0;253,41;;F;062
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;15;46,1;0,00423;0,19;0,01;0;0,2;;F;298
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;3112;13053;0,00425;55,48;2,1;0;57,58;;F;062
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;115;164,4;0,00423;0,69;0,03;0;0,72;;F;098
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;19664;63263,5;0,01275;806,61;30,54;0;837,15;;F;079
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;1;0,7;0,01686;0,01;0;0;0,01;;M;902
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;391;1210,3;0,00423;5,12;0,19;0;5,31;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;7;8,1;0,00423;0,03;0;0;0,03;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;3155;9389,3;0,00605;56,8;2,15;0;58,95;;F;271
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;19;36,3;0,00441;0,16;0,01;0;0,17;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;1;2,5;0,01499;0,04;0;0;0,04;;M;I48
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;9;9,6;0,01275;0,13;0;0;0,13;;M;F55
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;60189;233281,7;0,00605;1411,35;53,47;0;1464,82;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;4655;16617,7;0,00423;70,3;2,66;0;72,96;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;43;21,5;0,01275;0,28;0,01;0;0,29;;F;296
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;1953;4456,8;0,00608;27,1;1,02;0;28,12;;F;051
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;544;2169,6;0,00605;13,13;0,5;0;13,63;;F;292
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;39;24,7;0,00425;0,11;0;0;0,11;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;16;48,6;0,00423;0,21;0,01;0;0,22;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;11021;22147,9;0,00608;134,67;5,11;0;139,78;;F;061
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;11868;31105,8;0,01275;396,6;15,03;0;411,63;;F;094
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;603;2341,1;0,01275;29,84;1,12;0;30,96;;F;292
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;13;20,7;0,00425;0,08;0;0;0,08;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;2518;9564,8;0,00423;40,47;1,53;0;42;;F;085
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;185;310,8;0,01275;3,97;0,15;0;4,12;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;317;809,5;0,00425;3,44;0,13;0;3,57;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;10;23,4;0,01275;0,3;0,01;0;0,31;;M;F02
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;20175;60423,4;0,01275;770,41;29,19;0;799,6;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;1;0,5;0,01499;0,01;0;0;0,01;;M;E99
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1792;5441,2;0,01275;69,37;2,63;0;72;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;1;1;0,01499;0,01;0;0;0,01;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;182;779,7;0,00423;3,29;0,12;0;3,41;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;1914;6548,1;0,00605;39,6;1,5;0;41,1;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;6;13,4;0,01686;0,23;0,01;0;0,24;;M;903
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;231;494,1;0,00608;3,01;0,11;0;3,12;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;3;3,7;0,01499;0,06;0;0;0,06;;M;J32
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;158805;660142,4;0,00605;3993,87;151,3;0;4145,17;;F;083
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;6033;33144,7;0,00605;200,52;7,59;0;208,11;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;21;38,8;0,01499;0,58;0,02;0;0,6;;M;G74
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;391;1591,9;0,00423;6,73;0,25;0;6,98;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;4816;4046,1;0,01275;51,59;1,95;0;53,54;;F;160
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;98;173,1;0,00607;1,05;0,04;0;1,09;;F;242
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;918;3267,8;0,01275;41,68;1,57;0;43,25;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;3281;7805,6;0,00608;47,46;1,79;0;49,25;;F;093
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;3588;3847,5;0,00608;23,39;0,88;0;24,27;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;3;4,1;0,01686;0,07;0;0;0,07;;M;H96
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;184393;817183,8;0,01275;10419,1;394,7;0;10813,8;;F;084
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;70234;268322,4;0,01275;3421,12;129,6;0;3550,72;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;8709;19768,2;0,01275;252,05;9,55;0;261,6;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;247;524,8;0,01275;6,69;0,26;0;6,95;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;17;10,2;0,00423;0,04;0;0;0,04;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;638351;3016458,5;0,01275;38459,86;1456,97;0;39916,83;;F;081
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1175;1092,1;0,00607;6,63;0,24;0;6,87;;F;042
